,song,lyrics
10,awaken,I don't feel good  there's something wrong. I saw myself for the first time. Who are you  I threw the question out there. Wake up. I wake up  this strange moment. Where am I  Who am I . Awaken  tears are falling. Who was I for all this time . Shivers all over my body as if I was struck by lightning. Strange feelings. Pass through me one by one  I didn't know until now. I'm me  I'm me  I'm me. I'm me so what's the problem . I shouldn't  I shouldn't do this. What is this  Who is this . Wherever I go  you only hide. I follow you but you run away even faster. Don't know how to figure this out  confusion is only growing. I realized I wasn't being myself. A riot is happening inside me. Times I spent not knowing anything. I'm afraid  there's a voice ringing in my head. Wake up. I wake up  this strange moment. Where am I  Who am I . Awaken  tears are falling. Who was I for all this time . Oh. I'm not me. Oh. I need to wake up. Awaken  tears are falling. Who was I for all this time . I close my eyes and I can't see. But it's even scarier that I'm awake now. My question of who I am grows like a virus. On the path only I walked on  the fear scolds me  save me. Woo  I'm tired of the same life. Woo  I used to have the same way of thinking as everyone else. It was only hard and frustrating  I'm praying earnestly. What I've wanted so badly  awaken  hold my hand. Times I spent not knowing anything. I'm afraid  there's a voice ringing in my head. Wake up. I wake up  this strange moment. Where am I  Who am I . Awaken  tears are falling. Who was I for all this time . Oh. I'm not me. Oh. I need to wake up. Awaken  tears are falling. Who was I for all this time . Day by day  I'm getting scared. Someone answer me. After I woke up and opened my eyes. I felt a dizziness deep in my head. Day by day  I'm getting scared. Someone answer me. I was always filled with questions. What's the use  There's no answer. I open my eyes and look at myself again. But the answer is the same every day so I have nothing to say. Wake up. Oh. I'm not me. Oh. I need to wake up. Awaken  tears are falling. Who was I for all this time . Oh. I'm not me. Oh. I need to wake up. Awaken  tears are falling. Who was I for all this time . Wake up. 
11,rockdol,Yeah yeah you know me. No no no that's not me man. If you wanna find me. Give me a shout out chyeah aha. I'd rather be. Rock or let me know me. Hey hey hey hey hey hey. Rock rock rock ROCK. I don't know I'm upset. Where can I find a clear answer . I'm so frustrated  I'm turning back again. So rather than living in this world. Filled with question marks. Being a rock that knows itself is better. Hide carefully  I might see you. Each day is the same  I'm trying to find myself again. Without worries  noise or rumors. If you keep chasing your tail  you'll find nothing. So I'm looking for a hint to myself again. You're so boring and irritable. But I'm so frustrated  I wanna go so I keep repeating this all day. I get mad mad mad. Getting burn up burn up burn up. And I'm swaying swaying again. I'd rather be. Rock or let me know me. Hey hey hey hey hey hey. Rock rock rock ROCK. La la la la la la la la la la la. If it's gonna be done poorly  better to not do it at all. La la la la la la la la la la la. If it's gonna be done poorly  then. Rock rock rock ROCK. Crazy  it's so hard. Crazy  back and forth. There are no worries when you're unconscious. That actually might be better. Humans with thoughts might be too much for me. The mind of my ego is filled with worries and anxiety. Clashing with confusion. Back to when I didn't know anything  before I turned two. How about I go back . It'll probably be better than right now. I don't wanna do anything. Reality is impossible. I just wanna dream of being a rock. I just wanna sleep. You're so boring and irritable. But I'm so frustrated  I wanna go so I keep repeating this all day. I get mad mad mad. Getting burn up burn up burn up. And I'm swaying swaying again. I'd rather be. La la la la la la la la la la la. If it's gonna be done poorly  better to not do it at all. La la la la la la la la la la la. If it's gonna be done poorly  then. Rock rock. I'd rather be. Rock or let me know me. Hey hey hey hey hey hey. Rock rock rock ROCK. 
12,growupjalhagoisseo,Woah eyo woah oh oh. Woah eyo woah. You fell down  it's alright  I'll pick you up. Did you worry a lot . No no no  it's your first time. That's ok  everyone does that. That's how it is  even adults made mistakes. Practiced and grew when they were our age. There's still so many firsts for us. It's alright  we just need to go through it and grow  don't cry. If you fall back a little  just rest. You're doing fine  when things are hard. I'll run with you  don't worry. Get up and roll up your sleeves  don't give up. You're doing fine. You're doing fine. Have strength  just endure a little more. I'll be next to you. You're doing fine. You're doing fine. You gotta take your time  you can do it. You can do just fine. Should I stop or not  Should I give up or not . Why can't I . Throw away all these thoughts. In that time  just run. Feels like you're running without knowing where the end is. It's a cycle of having a tired body and tired heart. You're about to give up. But you're the one who decides the end. What's your decision . Just the fact that you're running toward the end. You're doing enough. You're doing just fine. I know you and you're trying your best right now. That's all you need. Just keep your pace. Don't be nervous  trust yourself. You're doing fine. You're doing fine. Have strength  just endure a little more. I'll be next to you. You're doing fine. You're doing fine. You gotta take your time  you can do it. You can do just fine. Even if it's hard and tiring  don't give up. Don't push yourself away  you just need time. Afterwards  when you look back. Tell yourself this. Woah eyo woah oh oh. Woah eyo woah. Woah eyo woah oh oh. Woah eyo woah. You're doing fine. You're doing fine. Have strength  just endure a little more. I'll be next to you. You're doing fine. You're doing fine. You gotta take your time  you can do it. You can do just fine. 
13,3rdeye,I close my eyes and I see with my  rd eye. Show me what you want   rd eye. I just wish I could see me me. I close my eyes and I see with my  rd eye I I. What is this  I don't know what's right. Feels like I'll know. But I don't know like a hidden camera. What I need is a  rd eye. It's my survival in this chaos. Is that eye sleeping. Or pretending to be asleep . Will I be able to awaken it . Or am I too scared to awaken it . Or am I on the other side. Closing my eye from being scared of the world's threats . Am I not able to open. Because the light is too bright . I know there is a part of me that I don't know. But I don't know what that is. I wanna find my keys that are hidden. So I can open my locked up eye. My  rd eye is wrapped around the chaos in my head. I'll give it a short kiss. Am I not able to open or do I not want to open . Like a chained and locked door. My eye is closed  tightly. I wanna know. I think I can know. Now the world that is folded in layers. But the truth inside. What am I  Who am I . What color is. The background of my heart . I close my eyes and I see with my  rd eye. Show me what you want   rd eye. I just wish I could see me me. I close my eyes and I see with my  rd eye I I. I don't want to be standing. And trembling in this nervous state. I want to check myself. I want that part of me. Don't close that eye  please don't close that eye. I'm trapped inside again. Don't shut the door  please don't shut the door. So I can get out  don't shut the door. I'm in front of the eye that can't open in this dark world. I can't see  I can only see the outer layers. That spread out before me. Just breathe in my heart. So I can open my eye some day. I know but I can't see. It's frustrating  please just once. Just breathe in my heart. So I can open my eye some day. I know but I can't see. It's frustrating  please just once. Open. Just breathe in my heart. So I can open my eye some day. I know but I can't see. It's frustrating  please just once. Open. 
14,mixtape1,Will I be able to go up. Will I be able to go up. Rather than deciding whether I'm on the right road. Or not. It's more of whether I want to walk on a fun road that I want. The medicine I was given to walk on this rough road. I know myself  and I'm relying to trust myself. Whether I'm under a delusion. No  or whether I'm just falling into a fantasy. Meeting the people I dreamt of in my dreams. Time to go  now my voyage begins. Honestly  the effectiveness of placebo. Has no effect  I've been deceived. I kept getting cheated while I had no confidence. Then find it and bring it here  I'm talking about inspiration. I see myself  then I want to see again. Just doing it  just wanting to do it all. Taking off the pessimistic filter. Changing it with sense of accomplishment. Even if I have no faith  I have to. Trust my self. Cause later when I become addicted to life. Honestly the medication I eat when I'm sick has no effect. But I'll go up  I'll fly. I'll head upwards yeah. It's all up in my mind. I'll deceive myself this time. I'll deceive myself this time. I'll deceive myself. Laying down restless. Regretting life choices. An anchor dragging me down like I always feel hopeless. But again I'm not the kind to fall in Devil's hands. Gotta drop my rusty chains  this is where I stand. This is my life  my time  won't stop. Thank God I'm back alive. Resurrected with the right mind. Believing myself all times  we gonna make it. Proud of ourselves we will never break into many ah. Optimism to heal myself when I get hurt. The placebo I'm using to continue believing in myself. Honestly speaking  there's no need for pessimism. Trusting in myself  throwing trivial thoughts away. When I'm trying placebo in my dream. I'll believe in going up one step by one step. I'll trust in this dream which doesn't move. Everyone is envious about the amount of my job. We can do it  with the need of expectations and trust. Cause later when I become addicted to life. Honestly the medication I eat when I'm sick has no effect. But I'll go up  I'll fly. I'll head upwards yeah. It's all up in my mind. I'll deceive myself this time. I'll deceive myself this time. I'll deceive myself this time. I saw it in my childhood dream. I trusted that I can find a happy image of me. The dreams that I dreamt. I trust that they will come into the happy reality. Cause later when I become addicted to life. Honestly the medication I eat when I'm sick has no effect. But I'll go up  I'll fly. I'll head upwards yeah. It's all up in my mind. I'll deceive myself this time. Oh yeah. It's all up in my mind. I'll deceive myself this time. It's all up in my mind. I'll deceive myself this time. I am able to go up. I am able to go up. 
15,who,I am WHO. I am WHAT. What's the reason for my real existence. Don't know why. Don't know why. Question  question. I continue asking  asking again. I can't find any answers. Tonight too  thinking through the night. Sleepless night  insomnia. Thoughts  thoughts piling up. Becoming a wall. I get scared looking at the wall slowly getting higher. This is the world's answer but it's not the answer that I want. Pouring countlessly. Voice  voice. I don't like being tormented. Noise  noise. How can I know where to go. Where is the answer  I'm finding for it. I lost my path to the answer. I lost my path like a lost child. I lost my path like a lost child. I am WHO. 
16,mypace,Nananananana.         . Nananananana.        let s go. Nananananana.               yes I m     yes I m.                  .              .                      .          .                .       stop it now.                   .         .          .                  baby.         take your time.           my pace.           .            .          my lane.         .          . You ready  let s go. Nananananana. Just stay in my lane. Nananananana.     .                  .                      .          .               .                        .                            .                .                .                          .         .          .                  baby.         take your time.           my pace.           .            .          my lane.         .          .                      . I don t know.                 .         I want to know.                  .             .                      .     my speed  my lane  my pace.           my pace.           .            .          my lane.         .          . You ready  let s go. Nananananana. Just stay in my lane. Nananananana.  i English. Nananananana. This isn't it. Nananananana. That's more like this  let's go. Nananananana. I want to be like them. Jealous  yes I'm  jealous  yes I'm. I'd be happy if I could just be half of them. It's funny  funny that I'm. Comparing someone else to me  it's funny. Don't do that  don't do that. Such comparison is meaningless. Don't do that  stop it now. You just have to go on your own way. Though I don't want to admit it. I'll end up comparing anyway. Going forward doesn't mean going first baby. Look far and take your time. There's no need to rush  my pace. Don't compare with others  it's okay to run slower. Just follow my lane  my lane. Take it easy  just look forward and run. You ready  let's go. Nananananana. Just stay in my lane. Nananananana. Okay but. Look at everyone else and me. They seem to be better than me by at least a thing. Why is that  why is that. Unconciously  I end up looking at them. I have to keep choosing though I don't know  this or that. Should I try it  am I falling behind  the anxiety is killing me. Look at everyone else  look at everyone else. I know I'm different from them. My empty glass is full of greed. Though I don't want to admit it. I'll end up comparing anyway. Going forward doesn't mean going first baby. Look far and take your time. There's no need to rush  my pace. Don't compare with others  it's okay to run slower. Just follow my lane  my lane. Take it easy  just look forward and run. I still don't know where my final goal is  I don't know. I don't know how I'd look like at the finish line  I want to know. But for now I run on the road ahead of me  I'll decide on the next fork. Until then  I'm not looking at others. Don't forget  my speed  my lane  my pace. There's no need to rush  my pace. Don't compare with others  it's okay to run slower. Just follow my lane  my lane. Take it easy  just look forward and run. You ready  let's go. Nananananana. Just stay in my lane. Nananananana. 
17,voices,Don't hear the cold voices anymore. I'm covering my ears. But it's no use  the piercing looks. Block my way. I'm breaking it all down. All the sources of things. That trapped me in darkness and tortured me. I try to escape but there's no answer. Till I find the exit. Voices that act like they're for me but really. They ignore my dreams. I don't wanna get hurt again. So I'm covering my ears and walking on my path. Now they've been going around. It's in my head  making me dizzy  go away hey. Voices that torture me. Make me shout out again. Step out of them voices. I'll cover my ears and shout out again. Step out of them voices. Break free from the voices in my head. Lingering in my ears. Can't hear my voices. I hear that sound. It all feels so frustrating. I hear it till the end and I'm covering my ears. Stop  all the sounds that judge me. It annoys me like noisy neighbors. I keep hearing these nagging sounds from some point. It's noisy  I don't wanna hear no more. I'm a mess  impossible to save. I won't ever be deceived by those words. I'm not even curious  it's so obvious. It'll just make me yawn each time. Why do you keep talking  the speakers. Are turning up so your voice turns up too. I don't care anymore  don't care no more. Just leave me alone. Now they've been going around. It's in my head  making me dizzy  go away hey. Voices that torture me. Make me shout out again. Step out of them voices. I'll cover my ears and shout out again. Step out of them voices. Break free from the voices in my head. Lingering in my ears. Can't hear my voices. I hear that sound. It all feels so frustrating. I hear it till the end and I'm covering my ears. No more  no more. Don't try to change me. No voice  no voice. Stop making me so dizzy. Put away all other thoughts  do whatever you want. Don't be deceived  you know that's not true. Please just do whatever you want. Just stop it now  please. I wanna think simple thoughts. No need to care about everything. There's so many voices. Step out of them voices. Step out of them voices. There's so many voices. 
18,question,Hey  tell me what you want. Nanana nanana. Hey  tell me what you want. Nanana nanana. Go  go  go  go. Is it cause I'm still young . I still don't know what I wanna do. Don't tell me not to do something. Cause it makes me wanna do it more. Don't tell me not to go somewhere. Cause it makes me wanna go more. Who I am  what I want. Who am I for you to be so curious about that . The pictures of myself I uploaded last night vs the me of reality. Which one's the real me . I don't even know  the questions for me. Every day  every night  it keeps repeating. The thoughts I have. The actions I make. Are they all really me . No answers but so many questions. Hey  tell me what you want. Nanana nanana. Hey  tell me what you want. Nanana nanana. What is it that you want . Yes  what is it that you want . Just do it. Just do it. Inside my head too many questions. Just got me thinking what's my question. Yeah  to be or not to be. Back and forth. Yeah  this or the other one. It's my decision. Just want to do well in everything. But I'm hesitating on what to do. When they ask what I wanna be. I have no answer. I don't even know  the questions for me. Every day  every night  it keeps repeating. The thoughts I have. The actions I make. Are they all really me . No answers but so many questions. What the. Hey  tell me what you want. Nanana nanana. Hey  tell me what you want. Nanana nanana. What is it that you want . Yes  what is it that you want . Just do it. Just do it. Inside my head too many questions. Just got me thinking what's my question. Inside my head too many questions. Just got me thinking what's my question. Hey  tell me what you want. Nanana nanana. Hey  tell me what you want. Nanana nanana. Go  go  go  go. 
19,insomnia,When the dark night puts everyone to sleep  when everyone's asleep. I can't sleep because of my countless thoughts. Hoping that I'll think of something. I wait till the morning sun wakes everyone up. When everyone turns the light off  when they're setting their alarm. When I'm tired  my worries open its eyes. Looking back at my day to see if it was good. Wondering what I'm gonna do tomorrow  then the alarm goes off. It's complicated but don't worry about it. Once you wake up  it'll all go away. They chase after me even in my dreams. But it'll all be forgotten. I try to forget but it comes back again. I don't wanna be caught up in this anymore. I try rolling up the blankets  I try screaming. But in the end  I get up again. I can't sleep. So tell me. Tonight  I'm awake again. It'll probably be like this tomorrow night too. So tell me now  I'll find a way. Tomorrow night  there is no other way. I can't sleep. No way  all go away. At school  I get so sleepy  what can I do . Go away  be quiet  I wanna sleep. I just want you to know. I can't take it anymore. I can't sleep when I should sleep. So tell me now. It's complicated but don't worry about it. Once you wake up  it'll all go away. They chase after me even in my dreams. But it'll all be forgotten. I try to forget but it comes back again. I don't wanna be caught up in this anymore. I try rolling up the blankets  I try screaming. But in the end  I get up again. I can't sleep. So tell me. Tonight  I'm awake again. It'll probably be like this tomorrow night too. So tell me now  I'll find a way. Tomorrow night  there is no other way. I can't sleep. When I open my eyes and get up. I wish I felt more rested. I wish I can have a night with good dreams. Like the sun that goes to sleep at night. I want to peacefully fall asleep. For a tomorrow that will shine brighter. I can't sleep. So tell me. So just tell me. Tonight  I'm awake again. It'll probably be like this tomorrow night too. So tell me now  I'll find a way. Tomorrow night  there is no other way. I can't sleep. I can't sleep. 
20,mia,No matter how hard you try. I don't think you're really smiling. Anyone can see you're feeling awkward. What's so complicated . You don't know though. You think you know. Something's different. I'm looking around you. We went to the amusement park while smiling. Made a lot of memories but. Something changed  something change. My past memories are frozen in time like Neverland. You used to tell me. Every little thing back then. But now I feel distant. I don't know why. I want to ask you. Something's different. It's not bad but it's awkward when I see you. Doesn't seem like you  I miss you from back then. I'm not used to seeing you changing like this. You're changing. No matter how hard you try to hide it. I can see everything. Feels like I'm talking to someone else. It feels awkward when I'm with you. Where did your pretty smile go . You used to smile so easily so I miss it even more. I can see everything  that awkward smile. You used to be so bright so I'm even more worried. I miss you I miss you. You  who used to happily smile. I can see you  I can see it. The you that I used to know that was so bright. What are you thinking about . Feels like you're spacing out. Often these days. Are you even listening to me . It's not you. Only I can see it through my tired eyes. Your childish simplicity has changed in a matter of a few years. It grew rapidly into complexity  torturing you. Lay down all those excess thoughts. I'm just saying out of worry  why are you glaring at me . Don't look at me with that face. With that dark face. If you make that face  will you get an answer . I don't want to be scared to look at you. I don't want to avoid your eyes either. So let's try to bring back the good days. No matter how hard you try to hide it. I can see everything. Feels like I'm talking to someone else. It feels awkward when I'm with you. I want to find the lost days again. I want to turn you back. Your words  your actions  your attitude have all changed. I can't even remember how you were before. Tell me how you were  I wanna know. You're changing with time. You know but you acted like you don't. Tell me what you want babe. Tell me what you want babe. I wanna see you again. Where did your pretty smile go . You used to smile so easily so I miss it even more. I can see everything  that awkward smile. You used to be so bright so I'm even more worried. I miss you I miss you. You  who used to happily smile. I can see you  I can see it. The you that I used to know that was so bright. 
