,song,lyrics
10,awaken,  불편한 속 theres something wrong 처음으로 나를 봤었어 너는 누구야 질문을 던졌어 wake up  i wake up 낯선 이 순간 여긴 어딜까 난 누굴까 awaken 눈물이 난다 그동안 난 누구였던 걸까  벼락 맞은 듯이 온몸에 전율이 돋았지 하나둘씩 스쳐 가는 낯선 느낌 그동안 몰랐지 나는 난데 나는 난데 나는 난데 나는 난데 뭐가 문제 이럼 안 돼 이럼 안 되는데 이건 뭔데 대체 누군데 어딜 가도 넌 숨기만 하고 ey 따라가도 더 빨리 도망가고 what 곤란함 풀지를 몰라 혼란만 커지는 혼란 내가 내가 아닌 것 같다는 걸 깨달아 내 안의 소란  아무런 생각 없이 지내던 때가 두려워져 머릿속에 울리는 목소리 wake up  i wake up 낯선 이 순간 여긴 어딜까 난 누굴까 awaken 눈물이 난다 그동안 난 누구였던 걸까  oh 내가 내가 아냐 oh 내 자신을 깨야 해 awaken 눈물이 난다 그동안 난 누구였던 걸까  눈 가리고 또 뭐 안 보여도 내가 깨어있다는 사실에 더 무서우니까 uh 내가 누구지 라는 고민만 커져가 like a virus 나만이 걷던 길에 두려움에 날 타일러 살려줘  woo 매일 매일 같은 삶에 지쳐가 woo 같은 사고방식 갖고 가던 날 힘만 들고 답답했어 기도해 간절히 바라고 바랐던 awaken 내 손잡아주길  아무런 생각 없이 지내던 때가 두려워져 머릿속에 울리는 목소리 wake up  i wake up 낯선 이 순간 여긴 어딜까 난 누굴까 awaken 눈물이 난다 그동안 난 누구였던 걸까  oh 내가 내가 아냐 oh 내 자신을 깨야 해 awaken 눈물이 난다 그동안 난 누구였던 걸까  하루하루 두려워져 누군가가 대답해줘 잠에서 깨어 눈을 뜨고 보니 머릿속 깊이 어지러운 느낌 하루하루 두려워져 누군가가 대답해줘 언제나 의문점만 가득한 내 해답엔 말해 뭐해 답이 없네 눈을 뜨고 다시 나를 봐도 매일 같은 대답에 난 말이 없네  wake up  oh 내가 내가 아냐 oh 내 자신을 깨야 해 awaken 눈물이 난다 그동안 난 누구였던 걸까  oh 내가 내가 아냐 oh 내 자신을 깨야 해 awaken 눈물이 난다 그동안 난 누구였던 걸까  wake up  
11,rockdol,  yeah yeah you know me no no no thats not me man if you wanna find me give me a shout out chyeah aha  id rather be rock or let me know me hey hey hey hey hey hey 바위 바위 바위 rock  i dont know im upset 확실한 답은 어디에 있을까 답답해 또다시 나는 turning back so 차라리 이렇게 물음표 가득한 세상에 살기보단 자기 자신을 확실히 아는 돌이 더 나은 듯해 꼭꼭 숨어라 ey 머리카락 보일라 uh 매일 똑같아 um 또 나를 찾아가 yeah 고민 고민 또 소리소문없이 꼬리 꼬리만 쫓아가다 보면 허탕 치고 다시 나 자신의 힌트를 찾지 yah  지지리 재미없고 짜증 유발하는 넌데 답답해서 알고 싶어 또 반복하지 all day 버럭 버럭 버럭 해 또 burn up burn up burn up 돼 난 또 비틀비틀 비틀비틀 거려  id rather be rock or let me know me hey hey hey hey hey hey 바위 바위 바위 rock  la la la la la la la la la la la 어설플 바엔 안 하는 게 낫지 la la la la la la la la la la la 어설플 바엔 바위 바위 바위 rock  돌의 아이 아리까리 돌의 아이 와리가리  고민 따위 없는 무의식의 상태 차라리 그게 나을 수도 있을 것만 같아 생각하는 인간 내게 과분한 존재일 수도 내 자아의 정신은 근심 걱정 혼란 속에 연이어 충돌  아무것도 모르는 때 돌이 지나기 전 그때로 돌아가는 것은 어떨까 아마 지금보다는 나을듯해 uh 아무것도 안 할래 oh 현실은 불가능해 no 돌이 되는 꿈이나 꿀래 그래 그냥 잠이나 잘래  지지리 재미없고 짜증 유발하는 넌데 답답해서 알고 싶어 또 반복하지 all day 버럭 버럭 버럭 해 또 burn up burn up burn up 돼 난 또 비틀비틀 비틀비틀 거려  id rather be  la la la la la la la la la la la 어설플 바엔 안 하는 게 낫지 la la la la la la la la la la la 어설플 바엔 바위 바위  id rather be rock or let me know me hey hey hey hey hey hey 바위 바위 바위 rock  
12,growupjalhagoisseo,  woah eyo woah oh oh woah eyo woah  uh 잠시 넘어졌지 괜찮아 잡아줄게 너 많이 걱정했니 no no no 아직 처음이잖아 그것쯤은 다 괜찮아 다 그런 거지 원래 그래 다 어른들도 우리 나이 땐 다 실수하고 연습하며 성장했었대 우린 아직 처음인 것들이 많잖아 괜찮아 우리도 겪어보며 크면 되잖아 울지마  잠시 뒤처지면 조금 쉬어가면 돼 너는 잘 하고 있어 너 잠시 힘들 때 내가 같이 뛰어줄게 걱정 접고 일어나 팔을 걷어 올려 포기 따윈 접어  넌 잘 하고 있어 oh 넌 잘 하고 있어 yeah 힘내 좀 참으면 돼 내가 곁에 있을게 넌 잘 하고 있어 oh 넌 잘 하고 있어 you gotta take your time 할 수 있잖아 너는 잘 할 수 있어  멈출까 말까 그만둘까 말까 왜 나는 안되는 걸까 이딴 잡생각은 집어치워 차라리 그 시간에 뛰어  어디가 끝인지도 모른 채 달리는 느낌 지친 몸과 마음의 연속 그러다 포기 앞에 들킴 끝은 네가 정하는 거야 네가 정한 끝은 뭐야 꿈을 향해 달려가는 너의 모습 그 자체가  충분히 잘 하고 있어 넌 분명 잘 하고 있어 내가 아는 너의 모습 분명 최선을 다하고 있어 그거면 됐어 그렇게 계속 너만의 pace를 유지해가 불안해하지 말고 너 자신을 자신하고 의지해봐  넌 잘 하고 있어 oh 넌 잘 하고 있어 yeah 힘내 좀 참으면 돼 내가 곁에 있을게 넌 잘 하고 있어 oh 넌 잘 하고 있어 you gotta take your time 할 수 있잖아 너는 잘 할 수 있어  힘들어지고 지쳐도 포기하지 마 널 밀쳐 내지 마 넌 조금 서툰 것 뿐야 시간이 지나 또 지나 널 돌아봤을 때 너에게 말해줘 이렇게  woah eyo woah oh oh woah eyo woah woah eyo woah oh oh woah eyo woah  넌 잘 하고 있어 oh 넌 잘 하고 있어 yeah 힘내 좀 참으면 돼 내가 곁에 있을게 넌 잘 하고 있어 oh 넌 잘 하고 있어 you gotta take your time 할 수 있잖아 너는 잘 할 수 있어  
13,3rdeye,  눈을 감아 보이는 3rd eye 원하는 걸 보여줘 3rd eye i just wish i could see me me 눈을 감아 보이는 3rd eye i i  뭘까 뭐가 맞는지를 몰라 뭔가 알듯 모르겠는 몰카 내 두 눈은 이미 속아 넘어갔고 필요한 건 3rd eye 혼란 속에 나와의 survival 그 눈은 잠든 걸까 잠든 척하는 걸까  깨울 수 있을까 아님 깨울 수 있는데 깨우기 무서운 걸까 입장 바꿔 세상의 위협 속에 두려워서 눈을 감은 걸까 빛이 너무 환해서 뜰 수조차 없는 걸까 내가 모르는 나의 존재 있단 거 알아 근데 뭔지 몰라  난 찾고 싶어 잠긴 눈을 열 수 있게 숨어있는 my keys 혼란스러운 머릿속과 감긴 3rd eye가 잠시 동안 맞추는 키스 내가 뜨지 못해 감는 건지 뜨기 싫어 감은 건지 쇠사슬에 묶이고 잠긴 문처럼 내 눈은 닫혀있어 꿋꿋이  알고 싶단 말야 날 아마 알 수 있을 것 같아 색색이 겹쳐진 세상 말고 그 안의 본질을 말야 내가 대체 뭘까 어떤 모습하고 있나 그 속에서 펼쳐진 맘속에 배경은 과연 어떤 색깔일까  눈을 감아 보이는 3rd eye 원하는 걸 보여줘 3rd eye i just wish i could see me me 눈을 감아 보이는 3rd eye i i  제발 불안함에 떠는 불안정한 상태로 우두커니 서 있는 나 말고 나 말고 나 말고 나 자신을 자신하고 확신하는 그런 나 자신을 담아줘 담아줘 담아줘 그 눈 감지 마 제발 눈 감지 마 그 안에 내가 그 안에 또 갇힌다 나갈 문 닫지 마 제발 문 닫지 마 그 안의 내가 나올 수 있게 문 닫지마  어두워진 세상 속에 뜨지 못한 눈앞에 나 보지 못해 딱 펼쳐진 겉모습들만 내게 보이는데  내 맘속에 숨 쉬고만 있어 줘 언젠간 내가 눈을 뜰 수 있게 난 알고 있어도 날 볼 수가 없어 답답해 제발 딱 한 번만  내 맘속에 숨 쉬고만 있어 줘 언젠간 내가 눈을 뜰 수 있게 난 알고 있어도 날 볼 수가 없어 답답해 제발 딱 한 번만 open  내 맘속에 숨 쉬고만 있어 줘 언젠간 내가 눈을 뜰 수 있게 난 알고 있어도 날 볼 수가 없어 답답해 제발 딱 한 번만 open  
14,mixtape1,  올라갈 수 있을까 올라갈 수 있을까 내가 가는 길이 맞다 틀리다 판단하기보단 내가 원하고 즐길 수 있는 길을 걸어가 험난한 이 길 위에 내게 주어진 약은 나 자신뿐인 걸 알기에 날 믿고 의지해  착각 속에 있는 건지 아냐 그냥 환상 속에 빠진 것만 같아 꿈속에서 꾸던 사람들을 만나 time to go 이제 항해를 시작하려해  placebo 효과 사실 아무 효능 없는 말 하나에 속아 자신 없는 동안 꾸준히 또 속아 주는 척 들이켜 그럼 찾아와 영감이 말이야  내가 보는 대로 또 보고 싶은 대로 그냥 하는 대로 그냥 다 하고 싶은 대로 부정적인 필터를 벗겨 내서 성취감으로 바꿔 믿음은 없던 것도 생기게 하더라고 trust myself  cause later when i become addicted to life 아플 때 먹었던 약은 사실 효과 없지만 날 위로해 난 날아가 저 위로 해를 향해서 yeah its all up in my mind 날 속여줘 this time  날 속여줘 this time  날 속여줘  laying down restless regretting life choices an anchor dragging me down like i always feel hopeless but again im not the kind to fall in devils hands gotta drop my rusty chains this is where i stand this is my life my time wont stop thank god im back alive resurrected with the right mind believing myself all times we gonna make it proud of ourselves we will never break into many ah  상처마저 낫게 해줄 긍정적인 믿음 계속 가 내게 작용하는 placebo 솔직히 말해 부정적일 필요 없지 나 자신을 믿어 잡생각 따윈 버리고  placebo 걸어 시동 꿈을 시도 한 계단 한 계단씩 올라가 미동 없는 꿈을 향한 믿음 남들 다 부러워하는 내 작업물의 양은 할 수 있단 기대와 믿음이 있었기에 가능  cause later when i become addicted to life 아플 때 먹었던 약은 사실 효과 없지만 날 위로해 난 날아가 저 위로 해를 향해서 yeah its all up in my mind 날 속여줘 this time  날 속여줘 this time  날 속여줘 this time  어릴적 꿈에서 본 행복한 모습들 찾아올 거라 믿어 내가 꾼 꿈들이 곧 행복한 현실로 다가올 거라 믿어  cause later when i become addicted to life 아플 때 먹었던 약은 사실 효과 없지만 날 위로해 난 날아가 저 위로 해를 향해서 yeah its all up in my mind 날 속여줘 this time  oh yeah its all up in my mind 날 속여줘 this time  its all up in my mind 날 속여줘 this time  올라갈 수 있어 난 올라갈 수 있어 난  
15,who,  i am who i am what whats the reason for my real existence dont know why dont know why question question  계속해서 묻고 또 물어도 대답을 찾을 수 없어 아무것도 오늘 밤에도 thinking through the night 뜬눈으로 지새 insomnia  생각에 생각이 쌓여 하나의 벽이 되고 점점 높아지는 벽을 바라보며 두려워진다 세상은 이게 답이라지만 내가 원하는 답은 없잖아  수없이 쏟아지는 voice voice 괴로워 듣기 싫어 noise noise 어디로 가야 알 수 있을까 내가 원하는 답은 대체 어디쯤에 숨어있나 i lost my path to the answer 갈 곳을 잃어버린 미아 같아 갈 곳을 잃어버린 미아 같아  i am who  
16,mypace,  nananananana 아 이게 아닌데 nananananana 그래 이거지 let’s go nananananana  쟤처럼 되고 싶어 부러워 yes i’m 부러워 yes i’m 반의반이라도 닮았으면 난 좋겠어 우스워 내가 우스워 내가 누군가와 날 비교한다는 게 너무 우스워 하지 마 하지 마 그런 비교 따윈 의미 없잖아 그러지 마 stop it now 그냥 넌 지금 너의 길을 가면 돼  인정하기 싫지만 옆을 보게 되잖아 앞서간다고 먼저 가는 건 아냐 baby 저 멀리 보고 take your time  조급할 필요 없어 my pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 my lane 급한 맘 내려놔 앞만 보고 달려가 you ready let’s go  nananananana just stay in my lane nananananana 아 근데  또 남을 쳐다봐 그리고 나를 봐 뭔가 나보다 하나씩은 더 잘난 것 같아 왜 일까 왜 일까 자꾸 보게 돼 나도 모르게 모르고 고르는 선택의 연속 이거라도 뭐라도 해볼까 나만 뒤처질까 불안감이 계속 나를 조르거든 다른 애들 봐 다른 애들 봐 난 다른 애들관 다른 애들관 다르다고 말은 하지만 내 빈 잔에 욕심만 가득  인정하기 싫지만 옆을 보게 되잖아 앞서간다고 먼저 가는 건 아냐 baby 저 멀리 보고 take your time  조급할 필요 없어 my pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 my lane 급한 맘 내려놔 앞만 보고 달려가  난 아직 나의 목적지가 어디인지는 몰라 i don’t know 저기 결승선의 내 모습이 어떤 모습일지 몰라 i want to know 하지만 일단 내 앞에 길을 달려 고민은 다음 갈림길에서 그때까지는 자꾸 나의 옆을 돌아보지 마 잊지마 my speed my lane my pace  조급할 필요 없어 my pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 my lane 급한 맘 내려놔 앞만 보고 달려가 you ready let’s go  nananananana just stay in my lane nananananana  ienglish  nananananana this isnt it nananananana thats more like this lets go nananananana  i want to be like them jealous yes im jealous yes im id be happy if i could just be half of them its funny funny that im comparing someone else to me its funny dont do that dont do that such comparison is meaningless dont do that stop it now you just have to go on your own way  though i dont want to admit it ill end up comparing anyway going forward doesnt mean going first baby look far and take your time  theres no need to rush my pace dont compare with others its okay to run slower just follow my lane my lane take it easy just look forward and run you ready lets go  nananananana just stay in my lane nananananana okay but  look at everyone else and me they seem to be better than me by at least a thing why is that why is that unconciously i end up looking at them i have to keep choosing though i dont know this or that should i try it am i falling behind the anxiety is killing me look at everyone else look at everyone else i know im different from them my empty glass is full of greed  though i dont want to admit it ill end up comparing anyway going forward doesnt mean going first baby look far and take your time  theres no need to rush my pace dont compare with others its okay to run slower just follow my lane my lane take it easy just look forward and run  i still dont know where my final goal is i dont know i dont know how id look like at the finish line i want to know but for now i run on the road ahead of me ill decide on the next fork until then im not looking at others dont forget my speed my lane my pace  theres no need to rush my pace dont compare with others its okay to run slower just follow my lane my lane take it easy just look forward and run you ready lets go  nananananana just stay in my lane nananananana 
17,voices,  더 이상은 듣기 싫은 차가운 목소리 귀를 막아도 아무런 소용없이 따가운 시선들이 내 앞을 가로막죠  다 때려 부숴 날 어둠에 가두고 괴롭히던 것들의 출처 벗어나려 애쓰지만 출구를 찾기 전까지는 답이 없어 날 위하는 척 내 꿈을 무시하는 목소리들 이젠 상처받기 싫어서 두 귀를 막고 내 길을 걸어  now theyve been going around 내 머릿속에 돌아 나를 어지럽게 하네 go away hey 날 괴롭히는 목소리에 또다시 외친다  step out of them voices 내 두 귀를 막고 또다시 외칠게 step out of them voices break free from the voices in my head  귓가에 맴돌아 cant hear my voices 그 소리가 들려와 모든 게 답답해 끝까지 들려오는 그 소리에 귀 막아 난  stop 맘대로 나를 판단하는 소리들 층간소음처럼 짜증만 나거든 언제부턴가 이런 잔소리만 들려 시끄러 이제는 i dont wanna hear no more 구제 불능 엉터리 난 네 얘기에 절대 속지 않지 uh 궁금하지도 않은 말 뻔뻔히 해봤자 하품만 연발해 번번이 왜 그리 얘기만 해 speakers 톤 업 돼서 또 언성을 높여 이젠 신경 안 써 dont care no more 됐어 날 내버려 둬  now theyve been going around 내 머릿속에 돌아 나를 어지럽게 하네 go away hey 날 괴롭히는 목소리에 또다시 외친다  step out of them voices 내 두 귀를 막고 또다시 외칠게 step out of them voices break free from the voices in my head  귓가에 맴돌아 cant hear my voices 그 소리가 들려와 모든 게 답답해 끝까지 들려오는 그 소리에 귀 막아 난  no more no more 나를 바꿔 놓으려 하지 마 no voice no voice 날 더는 어지럽게 하지 마  야 잡생각은 다 집어치워 다 네 멋대로 해 야 속지마 너도 아닌 건 알잖아 제발 네 멋대로 해 이젠 그만해줘 제발 쉽게 생각할래 난 모두 신경 쓸 필요는 없으니까 theres so many voices  step out of them voices step out of them voices theres so many voices  
18,question,  hey tell me what you want 나나나 나나나 hey tell me what you want 나나나 나나나 go go go go  아직 어려 그런가 뭘 하고 싶은지 몰라 하지말라 하지 마 더하고 싶어지니까 가지말라 하지 마 더 가고 싶어지니까 내가 누군지 뭘 원하는지 내가 누군데 이런 것도 궁금해지는지 내가 어제 밤 업로드한 사진과 나 현실에선 대체 둘 중 누가 진짜 나일까  나도 몰라 나를 향한 question every day every night 매일 반복돼 내가 하는 생각 내가 하는 행동 다 내 모습일까 답은 없는데 질문은 많아  hey tell me what you want 나나나 나나나 hey tell me what you want 나나나 나나나  대체 원하는 게 뭐냐고 그래 원하는 게 뭐냐고 걍 하면 돼 걍 가면 돼  inside my head too many questions just got me thinking whats my question  yeah to be or not to be mmm 왔다리 갔다리 yeah this or the other one ay 선택은 맘대로니 다 잘하고 싶은 욕심 뭘 해야 되나 망설이지 장래 희망 질문엔 할 말 없어 갑분싸지  나도 몰라 나를 향한 question every day every night 매일 반복돼 내가 하는 생각 내가 하는 행동 다 내 모습일까 답은 없는데 질문은 많아  what the  hey tell me what you want 나나나 나나나 hey tell me what you want 나나나 나나나  대체 원하는 게 뭐냐고 그래 원하는 게 뭐냐고 걍 하면 돼 걍 가면 돼  inside my head too many questions just got me thinking whats my question inside my head too many questions just got me thinking whats my question  hey tell me what you want 나나나 나나나 hey tell me what you want 나나나 나나나 go go go go  
19,insomnia,  어두운 밤이 모둘 재울 때 모두 잠에 들 때 수많은 생각에 잠 못 이루지 그저 뭐라도 떠오를까 기댈 하며 아침 해가 모둘 깨울 때까지 wait 모두 방 불을 끌 때 알람을 맞출 때 피곤할 때 고민들은 눈을 떠 오늘 하루 잘 보냈나 돌아보며 내일은 뭘 하지 뭐지 알람 소리 땡  뭐 복잡하지만 다 신경 쓰지마 잠을 깨면 전부 사라질 거야 꿈에서조차 나를 따라다니지만 다 잊혀질꺼야 이렇게 잊으려 애써도 나타나 이젠 더는 휩쓸리기 싫어 이불을 구기고 소리를 쳐봐도 결국엔 난 다시 일어나  i cant sleep so tell me 오늘 밤도 결국엔 awake 내일 밤도 아마 이럴 듯해 so tell me now ill find a way 내일 밤도 난 there is no other way i cant sleep  no way 다 go away 학교에선 잠만 오는데 뭘 해 go away 다 조용해 잠이나 잘래 쉿  i just want you to know i cant take it anymore 자야 할 땐 잠에 들 수 없어 so tell me now  뭐 복잡하지만 다 신경 쓰지마 잠을 깨면 전부 사라질 거야 꿈에서조차 나를 따라다니지만 다 잊혀질꺼야 이렇게 잊으려 애써도 나타나 이젠 더는 휩쓸리기 싫어 이불을 구기고 소리를 쳐봐도 결국엔 난 다시 일어나  i cant sleep so tell me 오늘 밤도 결국엔 awake 내일 밤도 아마 이럴 듯해 so tell me now ill find a way 내일 밤도 난 there is no other way i cant sleep  아침에 눈을 떠 잠에서 깼을 때 전보단 조금 더 후련했음 해 좋았던 꿈을 꿨던 밤이면 해 언젠가 밤하늘 안에 잠이 든 태양처럼 편안하게 잠이 들래 더 빛날 내일을 위해서  i cant sleep so tell me so just tell me 오늘 밤도 결국엔 awake 내일 밤도 아마 이럴 듯해 so tell me now ill find a way 내일 밤도 난 there is no other way i cant sleep  i cant sleep  
20,mia,  아무리 적응해도 아닌 것 같아 네가 웃고 있는 게 누가 봐도 어색해 뭔가 너무 복잡해 넌 몰라 몰라 알고 있는 것 같지만 뭔가 달라 달라 네 주변을 잘 찾아봐 웃으면서 갔던 놀이공원에서 많은 추억도 쌓고 그랬는데 뭔가 변했어 something change 옛날에 나의 추억은 시간이 멈춰버린 neverland  뭔가 예전엔 사소한 것까지 말했었던 너였었는데 멀어진 느낌 몰라 왜 이래 오히려 내가 묻고 싶은 질문이야 뭔가 좀 달라진 듯이 나쁘진 않은데 어색해 너를 볼 때 뭔가 네가 아닌 듯해 예전에 네가 그리워 지려 해 벌써 변한 네 모습 적응 안돼서  어딘가 달라지고 있어 아무리 숨겨도 다 볼 수 있는 걸 다른 사람과 얘기를 하는 것 같아 어색해져 너와 있을 때  대체 어딜 간 거야 너의 그 예쁜 미소 워낙 잘 웃던 너라서 더 그리워져 내겐 다 보여 안 그런 척 어색한 미소 밝았던 너라 더 걱정이 돼 널 보고 싶어 널 보고 싶어 행복한 입이 귀에 걸린 널 꼭 볼 수 있어 난 볼 수 있어 내가 알던 너 다운 밝은 모습  또 뭔 생각했니 멍 때리는 그 모습 요즘 따라 자주 보이는 듯해 내 말 듣긴 했니 너 답지 않은 그 모습 지친 내 눈에만 보이는 듯해  어릴 적 너의 단순함이 불과 몇 년 사이에 복잡함으로 폭풍성장해서 널 괴롭히네 좀 더 맘 편히 잡생각 내려놔 그냥 너 걱정돼서 한 말이야 왜 또 째려봐  그런 표정으로 어두운 표정으로 그런 표정으로 쳐다보지 마 그런 표정 지으면 답이 나오나 널 보는 게 두려워지기 싫어 너의 눈을 피하기도 싫어 그니까 끄집어내 보자 좋은 날  어딘가 달라지고 있어 아무리 숨겨도 다 볼 수 있는 걸 다른 사람과 얘기를 하는 것 같아 어색해져 너와 있을 때  잃어버린 날들을 찾고 싶어 달라진 그 모습 바꾸고 싶어 그 말투와 행동 하나하나 달라진 많은 태도 그전엔 어땠는지 생각도 안나 tell me 넌 어땠는지도 다 알고 싶어  시간 지나 가며 변했던 모습 너도 알며 모른척했을지도 tell me what you want baby tell me what you want baby 다시 널 보고 싶어  대체 어딜 간 거야 너의 그 예쁜 미소 워낙 잘 웃던 너라서 더 그리워져 내겐 다 보여 안 그런 척 어색한 미소 밝았던 너라 더 걱정이 돼 널 보고 싶어 널 보고 싶어 행복한 입이 귀에 걸린 널 꼭 볼 수 있어 난 볼 수 있어 내가 알던 너 다운 밝은 모습  
